date,Air_quality_Code, pm25, pm10, no2, so2
7/15/2018,6,96,45,27, 
7/16/2018,6,87,53,32, 
7/17/2018,6,107,41,24, 
7/18/2018,6,79,43,19, 
7/19/2018,6,80,31,11, 
7/20/2018,6,74,22,6, 
7/21/2018,6,56,30,9, 
7/22/2018,6,63,32,23, 
7/23/2018,6,68,36,33, 
7/24/2018,6,69,56,34,1
7/25/2018,6,98,44,23,2
7/26/2018,6,63,20,15,2
7/27/2018,6,44,17,7,2
7/28/2018,6,49,22,14,2
7/29/2018,6,52,22,17,1
7/30/2018,6,52,23,20,11
7/31/2018,6,56,27,24, 
8/1/2018,6,60,29,13, 
8/2/2018,6,65,35,12, 
8/3/2018,6,79,36,8, 
8/4/2018,6,85,34,21, 
8/5/2018,6,69,34,22, 
8/6/2018,6,68,31,22, 
8/7/2018,6,67,35,22, 
8/8/2018,6,73,39,24, 
8/9/2018,6,78,34,20, 
8/10/2018,6,72,27,8, 
8/11/2018,6,66,33,32, 
8/12/2018,6,68,37,16, 
8/13/2018,6,71,32,17, 
8/14/2018,6,61,33,24, 
8/15/2018,6,63,35,28, 
8/16/2018,6,66,26,10, 
8/17/2018,6,61,21,6, 
8/18/2018,6,53,27,12, 
8/19/2018,6,58,28,23, 
8/20/2018,6,63,28,14, 
8/21/2018,6,74,26,14, 
8/22/2018,6,66,33,19, 
8/23/2018,6,81,33,18, 
8/24/2018,6,76,25,6, 
8/25/2018,6,65,27,15, 
8/26/2018,6,52,18,20, 
8/27/2018,6,42,27,21, 
8/28/2018,6,58,32,30, 
8/29/2018,6,65,30,22, 
8/30/2018,6,67,27,14,1
8/31/2018,6,63,27,9,1
9/1/2018,6,69,36,29,1
9/2/2018,6,78,42,38, 
9/3/2018,6,65,43,43,1
9/4/2018,6,66,38,36,1
9/5/2018,6,60,36,21,1
9/6/2018,6,70,20,12, 
9/7/2018,6,45,16,10, 
9/8/2018,6,44,18,18, 
9/9/2018,6,46,21,4, 
9/10/2018,6,60,24,15, 
9/11/2018,6,66,36,30, 
9/12/2018,6,69,34,35, 
9/13/2018,6,64,20,14, 
9/14/2018,6,47,18,5, 
9/15/2018,6,48,26,29, 
9/16/2018,6,61,28,26, 
9/17/2018,6,65,23,16, 
9/18/2018,6,56,21,11, 
9/19/2018,6,55,28,31, 
9/20/2018,6,59,28,20, 
9/21/2018,6,59,24,7, 
9/22/2018,6,61,32,27, 
9/23/2018,6,59,31,9, 
9/24/2018,6,68,35,27, 
9/25/2018,6,70,34,42, 
9/26/2018,6,75,32,33, 
9/27/2018,6,66,31,31, 
9/28/2018,6,63,27,20, 
9/29/2018,6,47,43,35, 
9/30/2018,6,70,34,15, 
10/1/2018,6,66,38,29, 
10/2/2018,6,63,44,38, 
10/3/2018,6,65,30,28, 
10/4/2018,6,55,22,17, 
10/5/2018,6,56,26,8, 
10/6/2018,6,71,27,20, 
10/7/2018,6,60,26,24, 
10/8/2018,6,64,26,23, 
10/9/2018,6,58,25,19, 
10/10/2018,6,57,29,23, 
10/11/2018,6,58,22,15, 
10/12/2018,6,52,22,13, 
10/13/2018,6,56,36,28, 
10/14/2018,6,58,32,23, 
10/15/2018,6,55,20,21, 
10/16/2018,6,44,37,26, 
10/17/2018,6,57,88,25, 
10/18/2018,6,114,105,15, 
10/19/2018,6,136,64,13, 
10/20/2018,6,89,55,26, 
10/21/2018,6,75,65,33, 
10/22/2018,6,88,66,26, 
10/23/2018,6,83,70,26, 
10/24/2018,6,99,94,13, 
10/25/2018,6,100,15,8, 
10/26/2018,6,32,17,12, 
10/27/2018,6,39,34,16, 
10/28/2018,6,37,53,19, 
10/29/2018,6,65,75,21, 
10/30/2018,6,94,45,21, 
10/31/2018,6,59,37,21, 
11/1/2018,6,45,29,14, 
11/2/2018,6,46,32,8, 
11/3/2018,6,58,33,24, 
11/4/2018,6,57,17,13, 
11/5/2018,6,43,18,25, 
11/6/2018,6,49,27,31,1
11/7/2018,6,67,26,34,1
11/8/2018,6,63,17,16,1
11/9/2018,6,41,15,32, 
11/10/2018,6,46,23,30, 
11/11/2018,6,60,19,21, 
11/12/2018,6,56,28,23, 
11/13/2018,6,61,25,19, 
11/14/2018,6,61,16,11, 
11/15/2018,6,50,15,4, 
11/16/2018,6,39,21,14, 
11/17/2018,6,47,28,20, 
11/18/2018,6,48,34,24, 
11/19/2018,6,54,44,37, 
11/20/2018,6,75,41,38, 
11/21/2018,6,78,30,39, 
11/22/2018,6,50,17,19, 
11/23/2018,6,38,15,15, 
11/24/2018,6,40,20,27, 
11/25/2018,6,46,30,30, 
11/26/2018,6,57,34,35, 
11/27/2018,6,57,30,29, 
11/28/2018,6,51,55,44, 
11/29/2018,6,72,38,21, 
11/30/2018,6,72,24,8, 
12/1/2018,6,43,34,28, 
12/2/2018,6,56,58,30, 
12/3/2018,6,70,31,20, 
12/4/2018,6,60,30,13, 
12/5/2018,6,42,21,13, 
12/6/2018,6,36,17,6, 
12/7/2018,6,40,12,6, 
12/8/2018,6,32,65,34, 
12/9/2018,6,56,28,26, 
12/10/2018,6,55,30,15, 
12/11/2018,6,45,31,11, 
12/12/2018,6,42,19,21, 
12/13/2018,6,34,26,19, 
12/14/2018,6,57,46,10, 
12/15/2018,6,65,71,20, 
12/16/2018,6,99,61,12, 
12/17/2018,6,83,39,17, 
12/18/2018,6,65,50,17, 
12/19/2018,6,70,22,9, 
12/20/2018,6,46,17,10, 
12/21/2018,6,51,26,16, 
12/22/2018,6,61,40,26, 
12/23/2018,6,77,31,27, 
12/24/2018,6,66,43,32, 
12/25/2018,6,84,31,22, 
12/26/2018,6,67,22,10, 
12/27/2018,6,51,20,9, 
12/28/2018,6,53,15,12, 
12/29/2018,6,51,24,19, 
12/30/2018,6,62, , , 
12/31/2018,6, ,38,30, 
1/1/2019,6,62,40,18, 
1/2/2019,6,71,135,16, 
1/3/2019,6,103,54,26, 
1/4/2019,6,74,36,17, 
1/5/2019,6,66,206,13, 
1/6/2019,6,105,82,13, 
1/7/2019,6,92,44,12,1
1/8/2019,6,52,11,18, 
1/9/2019,6,30,36,27,1
1/10/2019,6,56,61,21,2
1/11/2019,6,72,66,23,1
1/12/2019,6,87,181,16, 
1/13/2019,6,127,245,15, 
1/14/2019,6,145,55,14, 
1/15/2019,6,65,110,7, 
1/16/2019,6,79,24,12, 
1/17/2019,6,41,19,19, 
1/18/2019,6,34,23,17, 
1/19/2019,6,52,43,27, 
1/20/2019,6,59,101,42, 
1/21/2019,6,127,66,40, 
1/22/2019,6,83,155,39, 
1/23/2019,6,95,72,30, 
1/24/2019,6,84,81,36, 
1/25/2019,6,95,62,21, 
1/26/2019,6,78,103,25, 
1/27/2019,6,115,47,11, 
1/28/2019,6,58,33,21, 
1/29/2019,6,49,46,24, 
1/30/2019,6,53,65,22, 
1/31/2019,6,82,59,29, 
2/1/2019,6,78,44,18, 
2/2/2019,6,63,32,25, 
2/3/2019,6,47,56,19, 
2/4/2019,6,56,116,11, 
2/5/2019,6,87,78,12, 
2/6/2019,6,96,40,14, 
2/7/2019,6,63,49,11, 
2/8/2019,6,64,11,3, 
2/9/2019,6,31,14,9, 
2/10/2019,6,37,28,17, 
2/11/2019,6,46,38,26, 
2/12/2019,6,62,35,32, 
2/13/2019,6,55,62,17, 
2/14/2019,6,78,112,5, 
2/15/2019,6,116,26,11, 
2/16/2019,6,45,35,25, 
2/17/2019,6,57,28,22, 
2/18/2019,6,54,26,23, 
2/19/2019,6,47,37,30, 
2/20/2019,6,62,35,32, 
2/21/2019,6,61,32,31, 
2/22/2019,6,58,35,21, 
2/23/2019,6,63,50,39, 
2/24/2019,6,81,55,27, 
2/25/2019,6,76,71,16, 
2/26/2019,6,80,32,9, 
2/27/2019,6,48,21,10, 
2/28/2019,6,27,20,11, 
3/1/2019,6,31,25,13, 
3/2/2019,6,50,47,30, 
3/3/2019,6,67,41,26, 
3/4/2019,6,56,45,40, 
3/5/2019,6,59,38,24, 
3/6/2019,6,69,28,18, 
3/7/2019,6,56,25,13, 
3/8/2019,6,52,29,19, 
3/9/2019,6,59,35,32, 
3/10/2019,6,64,33,22, 
3/11/2019,6,55,52,43, 
3/12/2019,6,78,41,23, 
3/13/2019,6,57,125,10, 
3/14/2019,6,73,31,11, 
3/15/2019,6,46,31,5, 
3/16/2019,6,44,32,16, 
3/17/2019,6,57,36,30, 
3/18/2019,6,56,26,25, 
3/19/2019,6,27,39,31, 
3/20/2019,6,66,45,25, 
3/21/2019,6,74,44,17, 
3/22/2019,6,79,50,14, 
3/23/2019,6,95,42,28, 
3/24/2019,6,67,26,17, 
3/25/2019,6,32,35,21, 
3/26/2019,6,50,37,16, 
3/27/2019,6,67,42,24, 
3/28/2019,6,66,37,21, 
3/29/2019,6,55,133,5, 
3/30/2019,6,106,27,12, 
3/31/2019,6,49,36,15, 
4/1/2019,6,60,42,25, 
4/2/2019,6,62,57,36, 
